transformed_file_name,class_indices
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop35.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop36.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop37.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop38.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop39.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop40.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop41.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop42.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop43.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop44.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop45.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop46.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop47.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop48.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop49.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop50.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop51.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop52.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop53.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop54.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop55.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop56.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop57.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop58.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop59.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop60.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop61.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop62.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop63.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop64.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop65.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop66.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop67.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop68.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop69.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop70.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop71.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop72.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop73.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop74.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop75.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop76.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop77.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop78.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop79.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop80.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop81.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop82.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop83.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop84.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop85.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop86.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop87.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop88.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop89.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop90.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop91.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop92.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop93.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop94.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop95.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop96.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop97.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop98.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop99.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop100.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop101.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop102.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop103.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop104.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop105.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop106.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop107.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop108.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop109.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop110.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop111.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop112.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop113.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop114.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop115.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop116.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop117.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop118.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop119.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop120.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop121.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop122.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop123.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop124.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop125.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop126.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop127.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop128.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop129.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop130.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop131.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop132.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop133.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop134.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop135.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop136.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop137.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop138.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop139.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop140.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop141.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop142.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop143.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop144.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop145.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop146.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop147.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop148.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop149.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop150.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop151.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop152.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop153.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop154.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop155.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop156.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop157.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop158.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop159.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop160.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop161.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop162.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop163.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop164.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop165.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop166.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop167.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop168.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop169.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop170.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop171.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop172.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop173.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop174.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop175.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop176.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop177.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop178.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop179.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop180.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop181.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop182.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop183.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop184.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop185.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop186.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop187.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop188.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop189.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop190.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop191.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop192.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop193.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop194.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop195.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop196.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop197.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop198.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop199.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop200.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop201.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop202.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop203.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop204.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop205.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop206.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop207.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop208.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop209.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop210.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop211.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop212.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop213.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop214.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop215.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop216.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop217.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop218.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop219.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop220.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop221.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop222.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop223.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop224.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop225.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop226.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop227.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop228.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop229.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop230.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop231.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop232.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop233.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop234.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop235.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop236.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop237.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop238.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop239.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop240.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop241.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop242.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop243.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop244.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop245.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop246.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop247.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop248.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop249.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop250.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop251.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop252.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop253.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop254.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop255.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop256.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop257.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop258.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop259.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop260.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop261.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop262.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop263.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop264.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop265.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop266.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop267.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop268.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop269.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop270.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop271.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop272.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop273.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop274.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop275.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop276.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop277.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop278.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop279.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop280.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop281.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop282.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop283.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop284.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop285.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop286.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop287.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop288.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop289.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop290.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop291.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop292.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop293.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop294.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop295.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop296.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop297.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop298.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop299.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop300.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop301.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop302.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop303.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop304.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop305.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop306.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop307.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop308.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop309.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop310.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop311.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop312.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop313.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop314.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop315.jpg,0
drive/My Drive/Extracurriculars/IEEE/PocketRacers/transformed_images/stop316.jpg,0
